Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Credit,1,1,-117.0,3534.59,On Hold,0,10,Garden & Tools,Liverpool,United Kingdom,Susan,1074,Martin,Home Office,Liverpool State,553 Pine St,65771,100,Hardware,69.5621,17.1321,Europe,Paris,France,1074,187.97,0.3,156.64,-0.2668,4,438.59,438.59,-117.0,Southern Europe,Paris Province,Closed,Tool Set 128pc,156.64,Same Day
Debit,6,3,-18.02,5685.53,Delivered,1,2,Technology,Kumasi,Ghana,Anthony,1081,Thompson,Corporate,Kumasi State,471 Elm St,48974,20,Electronics,51.8217,166.6106,Africa,Kisumu,Kenya,1081,36.06,0.15,120.2,-0.0882,2,204.34,204.34,-18.02,East Africa,Kisumu Province,Complete,Mechanical Keyboard,120.2,Second Class
Debit,1,2,116.0,5295.21,Processing,0,3,Apparel,Birmingham,United Kingdom,Susan,1077,Garcia,Corporate,Birmingham State,24 Cedar St,26591,30,Fashion,-24.3395,161.2603,Europe,Seville,Spain,1077,60.46,0.1,67.18,0.2132,9,544.16,544.16,116.0,Southern Europe,Seville Province,Complete,Casual Sneakers,67.18,First Class
Debit,3,2,41.17,2897.6,Delivered,0,6,Health & Beauty,Phoenix,United States,Patricia,1268,Hill,Consumer,Phoenix State,740 Main St,20752,60,Health,-25.1636,-40.8,USCA,Toronto,Canada,1268,0.0,0.0,37.05,0.3704,3,111.15,111.15,41.17,North America,Toronto Province,Complete,Protein Powder 2lb,37.05,First Class
Credit,4,3,117.5,5272.63,Delivered,1,7,Automotive,Kano,Nigeria,Richard,1758,Brown,Corporate,Kano State,363 Pine St,63992,70,Auto Parts,-14.335,54.8216,Africa,Luxor,Egypt,1758,0.0,0.0,41.07,0.3179,9,369.63,369.63,117.5,West Africa,Luxor Province,Complete,Car Vacuum,41.07,Second Class
Transfer,3,3,5.76,6172.32,Delivered,0,8,Books,Port Harcourt,Nigeria,Thomas,1234,Wright,Corporate,Port Harcourt State,750 Main St,61897,80,Media,-26.9206,-168.9747,Africa,Cairo,Egypt,1234,0.0,0.0,25.35,0.2274,1,25.35,25.35,5.76,East Africa,Cairo Province,Closed,Business Strategy,25.35,Second Class
Debit,2,2,21.84,4791.22,Shipped,0,3,Apparel,Phoenix,United States,Richard,1719,Miller,Corporate,Phoenix State,335 Cedar St,89308,30,Fashion,6.5023,-150.9438,USCA,Los Angeles,United States,1719,4.53,0.05,45.3,0.2538,2,86.07,86.07,21.84,North America,Los Angeles Province,Complete,Formal Shirt,45.3,First Class
Debit,9,5,49.95,4898.84,Delivered,1,7,Automotive,Pretoria,South Africa,Ashley,1582,Nguyen,Consumer,Pretoria State,681 Cedar St,30715,70,Auto Parts,-18.7255,19.4957,Africa,Kano,Nigeria,1582,0.0,0.0,35.55,0.3513,4,142.2,142.2,49.95,East Africa,Kano Province,Complete,Car Vacuum,35.55,Standard Class
Credit,4,3,41.09,6285.63,Delivered,0,5,Home & Kitchen,Kano,Nigeria,Thomas,1621,Adams,Consumer,Kano State,115 Cedar St,96374,50,Home,36.9221,-162.3567,Africa,Giza,Egypt,1621,0.0,0.0,98.95,0.2076,2,197.9,197.9,41.09,East Africa,Giza Province,Complete,Air Fryer,98.95,Second Class
Transfer,2,1,41.56,6763.12,Shipped,0,4,Sporting Goods,Palermo,Italy,Lisa,1274,Miller,Corporate,Palermo State,119 Oak St,49932,40,Sports,-59.1202,-35.4647,Europe,Hamburg,Germany,1274,0.0,0.0,145.98,0.2847,1,145.98,145.98,41.56,Western Europe,Hamburg Province,Complete,Fitness Tracker,145.98,Same Day
Credit,5,3,190.84,6723.34,Shipped,1,4,Sporting Goods,Guangzhou,China,Nancy,1760,Green,Corporate,Guangzhou State,591 Cedar St,65203,40,Sports,-25.3395,66.6259,Pacific Asia,Shanghai,China,1760,0.0,0.0,98.63,0.3225,6,591.78,591.78,190.84,South Asia,Shanghai Province,Pending,Running Shoes,98.63,Second Class
Transfer,1,1,28.67,3158.75,Shipped,0,5,Home & Kitchen,Giza,Egypt,Charles,1394,Taylor,Consumer,Giza State,870 Cedar St,33741,50,Home,-21.8081,-9.9345,Africa,Abuja,Nigeria,1394,0.0,0.0,125.79,0.2279,1,125.79,125.79,28.67,West Africa,Abuja Province,Pending,Instant Pot,125.79,Same Day
Transfer,5,5,129.47,5861.13,Delivered,0,7,Automotive,Nakuru,Kenya,Lisa,1054,Flores,Home Office,Nakuru State,923 Cedar St,65933,70,Auto Parts,47.974,16.2765,Africa,Johannesburg,South Africa,1054,0.0,0.0,41.54,0.3463,9,373.86,373.86,129.47,East Africa,Johannesburg Province,On Hold,Car Vacuum,41.54,Standard Class
Credit,3,2,36.09,1467.88,Shipped,0,7,Automotive,Mendoza,Argentina,Charles,1747,Wright,Home Office,Mendoza State,97 Main St,28791,70,Auto Parts,-8.6745,66.3126,LATAM,Antofagasta,Chile,1747,0.0,0.0,55.47,0.3253,2,110.94,110.94,36.09,Central America,Antofagasta Province,Complete,Tire Inflator,55.47,First Class
Credit,3,3,-24.02,2339.31,Delivered,0,8,Books,Accra,Ghana,Lisa,1136,Nelson,Home Office,Accra State,859 Pine St,13794,80,Media,-36.5459,68.9176,Africa,Cairo,Egypt,1136,38.03,0.15,50.71,-0.1114,5,215.52,215.52,-24.02,South Africa,Cairo Province,On Hold,Data Science Handbook,50.71,Second Class
Transfer,1,1,-36.15,5174.4,Delivered,0,5,Home & Kitchen,Ottawa,Canada,William,1013,Moore,Consumer,Ottawa State,706 Main St,99353,50,Home,55.0225,85.2985,USCA,Chicago,United States,1013,120.11,0.2,120.11,-0.0752,5,480.44,480.44,-36.15,North America,Chicago Province,Pending,Instant Pot,120.11,Same Day
Transfer,2,2,97.61,1192.34,Delivered,0,4,Sporting Goods,Houston,United States,Ashley,1060,Jones,Home Office,Houston State,556 Main St,61645,40,Sports,16.9461,55.4199,USCA,Montreal,Canada,1060,0.0,0.0,57.47,0.3397,5,287.35,287.35,97.61,North America,Montreal Province,Complete,Bicycle Helmet,57.47,First Class
Transfer,3,3,42.27,674.34,On Hold,0,3,Apparel,Chicago,United States,David,1633,Flores,Home Office,Chicago State,615 Elm St,67062,30,Fashion,13.7375,-53.6517,USCA,Phoenix,United States,1633,25.32,0.1,126.62,0.1855,2,227.92,227.92,42.27,North America,Phoenix Province,Complete,Women's Blazer,126.62,Second Class
Credit,4,3,-46.85,2048.43,Processing,1,5,Home & Kitchen,Lagos,Nigeria,Betty,1017,Martin,Consumer,Lagos State,788 Cedar St,26483,50,Home,-43.3091,-8.404,Africa,Port Harcourt,Nigeria,1017,132.84,0.2,73.8,-0.0882,9,531.36,531.36,-46.85,West Africa,Port Harcourt Province,Pending,Blender Pro,73.8,Second Class
Debit,2,2,-184.07,5050.95,Delivered,0,10,Garden & Tools,Córdoba,Argentina,Michael,1698,Thomas,Corporate,Córdoba State,254 Main St,12087,100,Hardware,2.3718,-66.3556,LATAM,Barranquilla,Colombia,1698,249.74,0.25,199.79,-0.2457,5,749.21,749.21,-184.07,Central America,Barranquilla Province,Complete,Pressure Washer,199.79,First Class
Debit,3,2,20.48,6679.67,Processing,0,6,Health & Beauty,London,United Kingdom,Thomas,1298,Wilson,Corporate,London State,892 Main St,67549,60,Health,52.4878,-130.0888,Europe,Birmingham,United Kingdom,1298,0.0,0.0,24.92,0.4109,2,49.84,49.84,20.48,Southern Europe,Birmingham Province,On Hold,Vitamin C 1000mg,24.92,First Class
Transfer,4,3,40.96,6426.0,Processing,0,3,Apparel,Mumbai,India,Ashley,1781,Flores,Consumer,Mumbai State,314 Oak St,31001,30,Fashion,59.0658,44.6599,Pacific Asia,Sydney,Australia,1781,0.0,0.0,51.73,0.3959,2,103.46,103.46,40.96,Oceania,Sydney Province,Complete,Formal Shirt,51.73,Second Class
Debit,2,2,-4.75,6035.87,Delivered,0,8,Books,Hamburg,Germany,James,1533,Martin,Consumer,Hamburg State,360 Elm St,50838,80,Media,42.1443,-0.5454,Europe,Toulouse,France,1533,23.03,0.15,38.39,-0.0364,4,130.53,130.53,-4.75,Southern Europe,Toulouse Province,Complete,Finance Fundamentals,38.39,First Class
Debit,6,5,-54.15,1992.15,Shipped,0,4,Sporting Goods,Berlin,Germany,Betty,1751,Johnson,Consumer,Berlin State,520 Main St,33474,40,Sports,-10.2577,60.9295,Europe,Toulouse,France,1751,94.0,0.25,62.67,-0.192,6,282.01,282.01,-54.15,Southern Europe,Toulouse Province,On Hold,Bicycle Helmet,62.67,Standard Class
Transfer,3,2,75.19,4692.89,Delivered,1,9,Toys & Games,Madrid,Spain,Christopher,1796,Garcia,Corporate,Madrid State,183 Cedar St,74597,90,Toys,60.9425,128.4849,Europe,Palermo,Italy,1796,25.37,0.05,50.73,0.156,10,481.93,481.93,75.19,Western Europe,Palermo Province,Complete,Board Game Premium,50.73,First Class
Transfer,1,1,225.55,1232.55,Delivered,0,4,Sporting Goods,Daejeon,South Korea,Jennifer,1465,Garcia,Home Office,Daejeon State,631 Main St,46780,40,Sports,51.6328,-122.3994,Pacific Asia,Beijing,China,1465,0.0,0.0,116.6,0.2763,7,816.2,816.2,225.55,East Asia,Beijing Province,Complete,Dumbbells Set,116.6,Same Day
Transfer,3,2,20.94,7303.26,Delivered,0,7,Automotive,Bogotá,Colombia,John,1363,Wilson,Consumer,Bogotá State,85 Pine St,32296,70,Auto Parts,55.4311,-115.2925,LATAM,Brasília,Brazil,1363,22.83,0.1,45.66,0.1019,5,205.47,205.47,20.94,Central America,Brasília Province,Complete,Tire Inflator,45.66,First Class
Debit,6,5,9.04,2699.41,On Hold,1,8,Books,Brisbane,Australia,Karen,1297,Flores,Consumer,Brisbane State,788 Elm St,81611,80,Media,-31.5895,-25.4474,Pacific Asia,Hyderabad,India,1297,3.6,0.05,23.97,0.1324,3,68.31,68.31,9.04,South Asia,Hyderabad Province,On Hold,Leadership 101,23.97,Standard Class
Debit,6,2,112.36,7637.41,Delivered,1,9,Toys & Games,Perth,Australia,Thomas,1287,Davis,Corporate,Perth State,654 Oak St,34430,90,Toys,23.2623,-23.0743,Pacific Asia,Incheon,South Korea,1287,0.0,0.0,112.48,0.2497,4,449.92,449.92,112.36,East Asia,Incheon Province,Complete,Educational Tablet,112.48,First Class
Credit,6,3,-6.42,7525.8,Shipped,1,4,Sporting Goods,Frankfurt,Germany,James,1532,Garcia,Consumer,Frankfurt State,298 Pine St,26389,40,Sports,32.9755,77.2164,Europe,Lyon,France,1532,21.33,0.2,53.33,-0.0753,2,85.33,85.33,-6.42,Southern Europe,Lyon Province,Pending,Bicycle Helmet,53.33,Second Class
Debit,4,3,24.21,6693.54,Processing,1,10,Garden & Tools,London,United Kingdom,Linda,1238,Moore,Corporate,London State,551 Oak St,39188,100,Hardware,48.5268,87.101,Europe,Paris,France,1238,10.56,0.05,105.59,0.1207,2,200.62,200.62,24.21,Southern Europe,Paris Province,Closed,Cordless Drill,105.59,Second Class
Debit,2,1,-14.69,877.54,Delivered,1,6,Health & Beauty,Santiago,Chile,Dorothy,1289,Green,Home Office,Santiago State,201 Pine St,52727,60,Health,-34.3803,-131.2553,LATAM,Mendoza,Argentina,1289,102.2,0.25,51.1,-0.0479,8,306.6,306.6,-14.69,Central America,Mendoza Province,Pending,Face Serum,51.1,Same Day
Transfer,3,2,8.25,1685.11,Delivered,1,5,Home & Kitchen,Bogotá,Colombia,John,1363,Wilson,Consumer,Bogotá State,85 Pine St,32296,50,Home,55.4311,-115.2925,LATAM,Buenos Aires,Argentina,1363,17.39,0.1,86.97,0.0527,2,156.55,156.55,8.25,Central America,Buenos Aires Province,Complete,Coffee Maker,86.97,First Class
Debit,2,2,-127.93,5151.23,Delivered,0,1,Furniture,Cape Town,South Africa,James,1252,Wilson,Home Office,Cape Town State,967 Cedar St,85909,10,Office Supplies,33.6016,-69.6346,Africa,Mombasa,Kenya,1252,279.33,0.25,279.33,-0.1527,4,837.99,837.99,-127.93,West Africa,Mombasa Province,Pending,Office Chair Pro,279.33,First Class
Transfer,6,3,-74.03,2919.89,On Hold,1,9,Toys & Games,Marseille,France,Jennifer,1004,Williams,Corporate,Marseille State,109 Pine St,55082,90,Toys,18.4844,104.4236,Europe,Barcelona,Spain,1004,122.55,0.3,45.39,-0.2589,9,285.96,285.96,-74.03,Northern Europe,Barcelona Province,Complete,Board Game Premium,45.39,Second Class
Credit,2,1,-65.29,7710.77,Shipped,0,3,Apparel,London,United Kingdom,Linda,1238,Moore,Corporate,London State,551 Oak St,39188,30,Fashion,48.5268,87.101,Europe,Hamburg,Germany,1238,174.53,0.3,72.72,-0.1603,8,407.23,407.23,-65.29,Western Europe,Hamburg Province,Complete,Casual Sneakers,72.72,Same Day
Debit,2,2,-11.48,5560.33,Shipped,0,7,Automotive,Toronto,Canada,Michael,1334,Scott,Corporate,Toronto State,105 Main St,40339,70,Auto Parts,56.6474,6.7181,USCA,Calgary,Canada,1334,23.57,0.25,47.13,-0.1624,2,70.7,70.7,-11.48,North America,Calgary Province,Complete,Tire Inflator,47.13,First Class
Debit,5,2,-9.56,2233.46,Shipped,1,5,Home & Kitchen,Ottawa,Canada,Charles,1520,Harris,Corporate,Ottawa State,181 Oak St,13027,50,Home,-43.7448,-90.2268,USCA,Calgary,Canada,1520,16.45,0.25,65.81,-0.1938,1,49.36,49.36,-9.56,North America,Calgary Province,Complete,Blender Pro,65.81,First Class
Transfer,2,3,64.26,1207.88,Processing,0,5,Home & Kitchen,New York,United States,Donald,1746,Flores,Corporate,New York State,971 Pine St,33500,50,Home,-58.3378,59.214,USCA,Phoenix,United States,1746,0.0,0.0,52.51,0.2448,5,262.55,262.55,64.26,North America,Phoenix Province,Complete,Knife Set,52.51,Second Class
Debit,6,5,-70.59,6905.84,Delivered,0,1,Furniture,Vancouver,Canada,Thomas,1389,Taylor,Home Office,Vancouver State,543 Cedar St,62055,10,Office Supplies,15.9833,-167.5018,USCA,Los Angeles,United States,1389,331.02,0.2,275.85,-0.0533,6,1324.08,1324.08,-70.59,North America,Los Angeles Province,Complete,Office Chair Pro,275.85,Standard Class
Credit,6,5,73.56,529.82,Processing,1,5,Home & Kitchen,Zaragoza,Spain,James,1383,Garcia,Consumer,Zaragoza State,906 Oak St,17553,50,Home,-27.5663,-14.8075,Europe,Seville,Spain,1383,87.57,0.1,97.3,0.0933,9,788.13,788.13,73.56,Southern Europe,Seville Province,Complete,Air Fryer,97.3,Standard Class
Transfer,5,5,3.55,776.34,Shipped,0,5,Home & Kitchen,Buenos Aires,Argentina,Patricia,1236,White,Consumer,Buenos Aires State,797 Oak St,94085,50,Home,67.1833,49.5995,LATAM,Bogotá,Colombia,1236,8.36,0.1,83.57,0.0472,1,75.21,75.21,3.55,South America,Bogotá Province,Complete,Coffee Maker,83.57,Standard Class
Debit,4,1,13.08,2337.59,Delivered,1,7,Automotive,Concepción,Chile,Sarah,1016,Smith,Consumer,Concepción State,961 Pine St,50306,70,Auto Parts,-28.8712,-88.1037,LATAM,Santiago,Chile,1016,2.71,0.05,27.14,0.2536,2,51.57,51.57,13.08,Central America,Santiago Province,Complete,Car Phone Mount,27.14,Same Day
Credit,4,3,-73.32,3182.79,Delivered,0,2,Technology,Córdoba,Argentina,Patricia,1672,Scott,Corporate,Córdoba State,927 Main St,92656,20,Electronics,29.5495,-4.5888,LATAM,Cartagena,Colombia,1672,103.1,0.25,82.48,-0.237,5,309.3,309.3,-73.32,South America,Cartagena Province,Pending,USB-C Hub,82.48,Second Class
Credit,4,5,167.33,5213.98,Shipped,0,7,Automotive,Chicago,United States,Sandra,1782,Williams,Corporate,Chicago State,492 Elm St,53610,70,Auto Parts,33.2602,128.0988,USCA,Ottawa,Canada,1782,0.0,0.0,71.53,0.2924,8,572.24,572.24,167.33,North America,Ottawa Province,Complete,Jump Starter Kit,71.53,Standard Class
Credit,9,5,119.55,2165.79,Processing,1,3,Apparel,Adelaide,Australia,Nancy,1098,Martin,Consumer,Adelaide State,467 Cedar St,73483,30,Fashion,-15.1339,17.6519,Pacific Asia,Tokyo,Japan,1098,74.06,0.1,92.58,0.1793,8,666.58,666.58,119.55,South Asia,Tokyo Province,On Hold,Men's Jacket,92.58,Standard Class
Credit,3,3,-2.42,3798.7,Processing,0,6,Health & Beauty,Madrid,Spain,Mark,1038,Thomas,Home Office,Madrid State,575 Oak St,66333,60,Health,-43.4321,-65.1922,Europe,Birmingham,United Kingdom,1038,11.03,0.25,44.12,-0.0732,1,33.09,33.09,-2.42,Southern Europe,Birmingham Province,Pending,Face Serum,44.12,Second Class
Debit,4,5,59.69,3613.29,Delivered,0,9,Toys & Games,Kano,Nigeria,Richard,1758,Brown,Corporate,Kano State,363 Pine St,63992,90,Toys,-14.335,54.8216,Africa,Abuja,Nigeria,1758,0.0,0.0,113.67,0.2626,2,227.34,227.34,59.69,West Africa,Abuja Province,Closed,Educational Tablet,113.67,Standard Class
Credit,1,1,-74.0,2714.61,Delivered,0,1,Furniture,Suez,Egypt,Karen,1508,Johnson,Home Office,Suez State,365 Elm St,99959,10,Office Supplies,40.8675,-14.5533,Africa,Kisumu,Kenya,1508,134.9,0.3,149.89,-0.2351,3,314.77,314.77,-74.0,South Africa,Kisumu Province,Complete,Filing Cabinet,149.89,Same Day
Debit,2,2,41.43,5817.02,Shipped,0,10,Garden & Tools,Fukuoka,Japan,Thomas,1145,Flores,Home Office,Fukuoka State,951 Pine St,21551,100,Hardware,-3.2275,-134.0065,Pacific Asia,Nagoya,Japan,1145,43.76,0.1,43.76,0.1052,10,393.84,393.84,41.43,Oceania,Nagoya Province,Pending,Garden Hose 50ft,43.76,First Class
Debit,2,3,397.23,2782.07,Delivered,0,3,Apparel,Vancouver,Canada,Jennifer,1733,Miller,Consumer,Vancouver State,525 Oak St,34696,30,Fashion,43.3639,19.9428,USCA,New York,United States,1733,0.0,0.0,193.79,0.3416,6,1162.74,1162.74,397.23,North America,New York Province,Complete,Winter Coat,193.79,Second Class
Credit,1,2,-192.71,3064.74,Delivered,0,10,Garden & Tools,Phoenix,United States,Barbara,1609,Scott,Corporate,Phoenix State,208 Main St,25493,100,Hardware,-56.8817,42.6567,USCA,Ottawa,Canada,1609,589.95,0.2,327.75,-0.0817,9,2359.8,2359.8,-192.71,North America,Ottawa Province,Complete,Lawn Mower Electric,327.75,First Class
Transfer,5,5,19.52,6415.7,Delivered,0,5,Home & Kitchen,Giza,Egypt,Donald,1555,Anderson,Home Office,Giza State,342 Pine St,64046,50,Home,39.344,-23.6001,Africa,Accra,Ghana,1555,27.36,0.1,136.79,0.0793,2,246.22,246.22,19.52,West Africa,Accra Province,Complete,Instant Pot,136.79,Standard Class
Credit,2,1,42.86,1318.0,Delivered,1,7,Automotive,Daejeon,South Korea,Betty,1590,Young,Home Office,Daejeon State,559 Cedar St,94068,70,Auto Parts,53.8518,97.5528,Pacific Asia,Chengdu,China,1590,113.13,0.15,75.42,0.0668,10,641.07,641.07,42.86,East Asia,Chengdu Province,Complete,Jump Starter Kit,75.42,Same Day
Credit,1,1,179.19,4569.13,Delivered,0,1,Furniture,Guadalajara,Mexico,Dorothy,1080,Young,Corporate,Guadalajara State,97 Oak St,25525,10,Office Supplies,12.5495,-28.5008,LATAM,Santiago,Chile,1080,0.0,0.0,212.43,0.2812,3,637.29,637.29,179.19,South America,Santiago Province,Complete,Bookshelf Unit,212.43,Same Day
Credit,4,3,-28.35,4022.73,Delivered,0,7,Automotive,Santiago,Chile,John,1364,Allen,Home Office,Santiago State,924 Elm St,14062,70,Auto Parts,-3.928,52.236,LATAM,La Plata,Argentina,1364,86.26,0.2,47.92,-0.0822,9,345.02,345.02,-28.35,Central America,La Plata Province,Complete,Tire Inflator,47.92,Second Class
Debit,1,1,21.7,3183.17,Shipped,0,2,Technology,Palermo,Italy,Karen,1446,Jackson,Consumer,Palermo State,367 Oak St,37964,20,Electronics,26.2335,-57.4374,Europe,Zaragoza,Spain,1446,6.86,0.05,137.13,0.1666,1,130.27,130.27,21.7,Western Europe,Zaragoza Province,Complete,Mechanical Keyboard,137.13,Same Day
Credit,5,2,53.15,461.52,Delivered,1,1,Furniture,Valparaíso,Chile,Ashley,1453,Wilson,Corporate,Valparaíso State,407 Elm St,92603,10,Office Supplies,-7.4218,-62.4226,LATAM,Fortaleza,Brazil,1453,54.37,0.1,543.65,0.1086,1,489.28,489.28,53.15,Central America,Fortaleza Province,Closed,Standing Desk,543.65,First Class
Transfer,5,5,-6.17,6049.5,On Hold,0,8,Books,Accra,Ghana,Richard,1045,Adams,Home Office,Accra State,204 Pine St,15817,80,Media,32.1421,-169.425,Africa,Alexandria,Egypt,1045,18.96,0.15,25.28,-0.0575,5,107.44,107.44,-6.17,East Africa,Alexandria Province,Pending,Leadership 101,25.28,Standard Class
Credit,4,3,36.23,6891.54,Delivered,1,9,Toys & Games,Cape Town,South Africa,Sandra,1040,Garcia,Consumer,Cape Town State,912 Elm St,13248,90,Toys,-36.6831,144.3257,Africa,Kano,Nigeria,1040,8.78,0.05,58.55,0.2171,3,166.87,166.87,36.23,West Africa,Kano Province,Pending,LEGO City Set,58.55,Second Class
Transfer,3,2,-6.28,6635.37,Shipped,0,4,Sporting Goods,Calgary,Canada,Karen,1756,Green,Consumer,Calgary State,528 Main St,61299,40,Sports,-25.7592,30.9553,USCA,New York,United States,1756,80.83,0.2,134.72,-0.0194,3,323.33,323.33,-6.28,North America,New York Province,Complete,Fitness Tracker,134.72,First Class
Transfer,2,1,110.6,2863.33,Delivered,1,3,Apparel,Liverpool,United Kingdom,Betty,1086,Flores,Home Office,Liverpool State,953 Pine St,67560,30,Fashion,-43.834,64.1505,Europe,Valencia,Spain,1086,0.0,0.0,61.3,0.3609,5,306.5,306.5,110.6,Western Europe,Valencia Province,Complete,Casual Sneakers,61.3,Same Day
Transfer,4,3,86.69,833.94,Delivered,1,2,Technology,Phoenix,United States,Donald,1475,Jones,Corporate,Phoenix State,179 Oak St,20104,20,Electronics,6.8904,-74.5248,USCA,Chicago,United States,1475,0.0,0.0,118.94,0.243,3,356.82,356.82,86.69,North America,Chicago Province,Complete,Mechanical Keyboard,118.94,Second Class
Debit,1,1,27.49,1962.49,Delivered,0,4,Sporting Goods,Córdoba,Argentina,Michael,1698,Thomas,Corporate,Córdoba State,254 Main St,12087,40,Sports,2.3718,-66.3556,LATAM,Concepción,Chile,1698,30.23,0.1,100.76,0.101,3,272.05,272.05,27.49,Central America,Concepción Province,Complete,Running Shoes,100.76,Same Day
Transfer,1,1,-33.56,7607.39,Delivered,0,5,Home & Kitchen,Hamburg,Germany,Sandra,1182,Allen,Home Office,Hamburg State,810 Elm St,14561,50,Home,-43.5901,-89.7616,Europe,Milan,Italy,1182,136.01,0.15,113.34,-0.0435,8,770.71,770.71,-33.56,Western Europe,Milan Province,Closed,Air Fryer,113.34,Same Day
Debit,5,2,-48.17,3847.97,Delivered,1,7,Automotive,Concepción,Chile,Charles,1551,Johnson,Home Office,Concepción State,82 Pine St,20215,70,Auto Parts,62.7985,156.5995,LATAM,Monterrey,Mexico,1551,139.12,0.25,92.75,-0.1154,6,417.38,417.38,-48.17,South America,Monterrey Province,Closed,Dash Cam HD,92.75,First Class
Debit,2,2,-92.63,6980.77,On Hold,0,2,Technology,Buenos Aires,Argentina,David,1675,Hill,Home Office,Buenos Aires State,693 Cedar St,70079,20,Electronics,62.2117,125.868,LATAM,Bogotá,Colombia,1675,122.8,0.3,136.45,-0.3233,3,286.54,286.54,-92.63,Central America,Bogotá Province,Complete,Mechanical Keyboard,136.45,First Class
Credit,4,2,51.97,5901.45,Delivered,1,3,Apparel,Antofagasta,Chile,Jennifer,1487,Thompson,Consumer,Antofagasta State,394 Oak St,51405,30,Fashion,-6.8501,-133.7617,LATAM,La Serena,Chile,1487,0.0,0.0,44.27,0.3913,3,132.81,132.81,51.97,Central America,La Serena Province,Pending,Formal Shirt,44.27,First Class
Credit,4,2,-25.45,7641.06,Processing,1,4,Sporting Goods,Port Harcourt,Nigeria,David,1741,Scott,Consumer,Port Harcourt State,997 Pine St,32514,40,Sports,57.2158,12.623,Africa,Suez,Egypt,1741,150.98,0.2,94.36,-0.0421,8,603.9,603.9,-25.45,East Africa,Suez Province,Complete,Running Shoes,94.36,First Class
Debit,4,3,14.3,2612.33,Delivered,0,10,Garden & Tools,Houston,United States,Thomas,1168,Allen,Consumer,Houston State,937 Main St,12490,100,Hardware,-26.7299,113.8875,USCA,Toronto,Canada,1168,152.67,0.15,101.78,0.0165,10,865.13,865.13,14.3,North America,Toronto Province,Complete,Cordless Drill,101.78,Second Class
